"","A1","B2","C3","D4","E5","F6","G7","H8","I9","J10","K11","L12","M13","N14","O15","P16","Q17","R18","S19","T20","U21","V22","W23","X24","Y25","Z26","A27","B28","C29","D30","E31","F32","G33","H34","I35","J36","K37","L38","M39","N40","O41","P42","Q43","R44","S45","T46","U47","V48","W49","X50","Y51","Z52","A53","B54","C55","D56","E57","F58","G59","H60","I61","J62","K63","L64","M65","N66","O67","P68","Q69","R70","S71"
"139","Total","34","100","24","100","10","100","22","100","12","100","9","100","4","100","7","100","5","100","9","100","8","100","11","100","12","100","3","100","5","100","13","100","11","100","0","NaN","0","NaN","1","100","1","100","3","100","0","NaN","3","100","9","100","5","100","7","100","7","100","3","100","5","100","5","100","6","100","4","100","2","100","2","100"
"140",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"141","P11.Cuenta.de.cheques","Total_Total_f","Total_Total_pct","A3_Sí (Bancarizado)_f","A3_Sí (Bancarizado)_pct","A3_No (No Bancarizado)_f","A3_No (No Bancarizado)_pct","F1Genero_Masculino_f","F1Genero_Masculino_pct","F1Genero_Femenino_f","F1Genero_Femenino_pct","NSE_C+_f","NSE_C+_pct","NSE_C_f","NSE_C_pct","NSE_C-_f","NSE_C-_pct","NSE_D+_f","NSE_D+_pct","NSE_D_f","NSE_D_pct","Edad.Rango_18 - 24 años_f","Edad.Rango_18 - 24 años_pct","Edad.Rango_25 - 34 años_f","Edad.Rango_25 - 34 años_pct","Edad.Rango_35 - 44 años_f","Edad.Rango_35 - 44 años_pct","Edad.Rango_45 - 55 años_f","Edad.Rango_45 - 55 años_pct","Plaza_Veracruz (Veracruz)_f","Plaza_Veracruz (Veracruz)_pct","Plaza_Chiapas (Ocozocoautla de espinosa)_f","Plaza_Chiapas (Ocozocoautla de espinosa)_pct","Plaza_Yucatan (Hunucma)_f","Plaza_Yucatan (Hunucma)_pct","Plaza_Ciudad de México (AMCM)_f","Plaza_Ciudad de México (AMCM)_pct","Plaza_Puebla (Tepeaca)_f","Plaza_Puebla (Tepeaca)_pct","Plaza_Jalisco (Ayotlan)_f","Plaza_Jalisco (Ayotlan)_pct","Plaza_Nuevo Leon (Monterrey)_f","Plaza_Nuevo Leon (Monterrey)_pct","Plaza_Sonora (Heroica de Caborca)_f","Plaza_Sonora (Heroica de Caborca)_pct","Plaza_Sinaloa (Angostura)_f","Plaza_Sinaloa (Angostura)_pct","cluster_1_f","cluster_1_pct","cluster_2_f","cluster_2_pct","cluster_3_f","cluster_3_pct","cluster_4_f","cluster_4_pct","cluster_5_f","cluster_5_pct","cluster_6_f","cluster_6_pct","clusterB_1_f","clusterB_1_pct","clusterB_2_f","clusterB_2_pct","clusterB_3_f","clusterB_3_pct","clusterB_4_f","clusterB_4_pct","clusterB_5_f","clusterB_5_pct","clusterB_6_f","clusterB_6_pct"
"142","PARA ENVIAR O RECIBIR DINERO","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NaN","0","NaN","0","NaN","0","0","0","0","0","0","0","0","0","NaN","0","NaN","0","0","0","0","0","0","0","0","0","0","0","0","0","NaN","0","0","0","0","0","0","0","NaN"
"143","APOYAR A MIS FAMILIARES","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NaN","0","NaN","0","NaN","0","0","0","0","0","0","0","0","0","NaN","0","NaN","0","0","0","0","0","0","0","0","0","0","0","0","0","NaN","0","0","0","0","0","0","0","NaN"
"144","PARA TENER UN RESPALDO EN EMERGENCIAS","3","23.1","3","30","0","0","1","16.7","2","28.6","2","28.6","1","50","0","0","0","0","0","0","0","0","2","66.7","0","0","1","50","2","40","0","NaN","0","NaN","0","NaN","0","0","0","0","1","100","0","0","0","NaN","0","NaN","0","0","0","0","1","20","2","50","0","0","3","75","0","NaN","0","0","0","0","0","0","0","NaN"
"145","PARA HACER VARIAS OPERACIONES COMODAMENTE","2","15.4","1","10","1","33.3","0","0","2","28.6","2","28.6","0","0","0","0","0","0","0","0","1","50","0","0","0","0","1","50","1","20","0","NaN","0","NaN","0","NaN","0","0","1","33.3","0","0","0","0","0","NaN","0","NaN","0","0","0","0","1","20","0","0","1","100","0","0","0","NaN","0","0","0","0","1","50","0","NaN"
"146","PAGAR DEUDAS","2","15.4","1","10","1","33.3","2","33.3","0","0","1","14.3","0","0","0","0","1","100","0","0","0","0","0","0","2","33.3","0","0","0","0","0","NaN","0","NaN","0","NaN","0","0","1","33.3","0","0","1","33.3","0","NaN","0","NaN","0","0","0","0","1","20","1","25","0","0","0","0","0","NaN","0","0","1","50","0","0","0","NaN"
"147","PARA PONER UN NEGOCIO","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NaN","0","NaN","0","NaN","0","0","0","0","0","0","0","0","0","NaN","0","NaN","0","0","0","0","0","0","0","0","0","0","0","0","0","NaN","0","0","0","0","0","0","0","NaN"
"148","PAGO DE SERVICIOS","1","7.7","1","10","0","0","0","0","1","14.3","1","14.3","0","0","0","0","0","0","0","0","0","0","0","0","1","16.7","0","0","1","20","0","NaN","0","NaN","0","NaN","0","0","0","0","0","0","0","0","0","NaN","0","NaN","0","0","1","50","0","0","0","0","0","0","0","0","0","NaN","0","0","0","0","1","50","0","NaN"
"149","PARA HACER CRECER MI NEGOCIO","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NaN","0","NaN","0","NaN","0","0","0","0","0","0","0","0","0","NaN","0","NaN","0","0","0","0","0","0","0","0","0","0","0","0","0","NaN","0","0","0","0","0","0","0","NaN"
"150","PARA HACER COMPRAS","2","15.4","2","20","0","0","0","0","2","28.6","1","14.3","0","0","1","50","0","0","0","0","0","0","0","0","2","33.3","0","0","1","20","0","NaN","0","NaN","0","NaN","0","0","1","33.3","0","0","0","0","0","NaN","0","NaN","0","0","0","0","2","40","0","0","0","0","0","0","0","NaN","2","100","0","0","0","0","0","NaN"
"151","PARA AHORRAR TIEMPO","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NaN","0","NaN","0","NaN","0","0","0","0","0","0","0","0","0","NaN","0","NaN","0","0","0","0","0","0","0","0","0","0","0","0","0","NaN","0","0","0","0","0","0","0","NaN"
"152","NO SABE/NO CONTESTO","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NaN","0","NaN","0","NaN","0","0","0","0","0","0","0","0","0","NaN","0","NaN","0","0","0","0","0","0","0","0","0","0","0","0","0","NaN","0","0","0","0","0","0","0","NaN"
"153","OTROS","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NaN","0","NaN","0","NaN","0","0","0","0","0","0","0","0","0","NaN","0","NaN","0","0","0","0","0","0","0","0","0","0","0","0","0","NaN","0","0","0","0","0","0","0","NaN"
"154","PARA COMPRAR UN AUTO","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NaN","0","NaN","0","NaN","0","0","0","0","0","0","0","0","0","NaN","0","NaN","0","0","0","0","0","0","0","0","0","0","0","0","0","NaN","0","0","0","0","0","0","0","NaN"
"155","PARA IRME DE VIAJE O VACACIONES","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NaN","0","NaN","0","NaN","0","0","0","0","0","0","0","0","0","NaN","0","NaN","0","0","0","0","0","0","0","0","0","0","0","0","0","NaN","0","0","0","0","0","0","0","NaN"
"156","PARA SOLICITAR ALGUN PRESTAMO O CREDITO","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NaN","0","NaN","0","NaN","0","0","0","0","0","0","0","0","0","NaN","0","NaN","0","0","0","0","0","0","0","0","0","0","0","0","0","NaN","0","0","0","0","0","0","0","NaN"
"157","PARA GASTOS EN GENERAL","1","7.7","1","10","0","0","1","16.7","0","0","0","0","0","0","1","50","0","0","0","0","0","0","0","0","1","16.7","0","0","0","0","0","NaN","0","NaN","0","NaN","0","0","0","0","0","0","1","33.3","0","NaN","0","NaN","0","0","0","0","0","0","1","25","0","0","1","25","0","NaN","0","0","0","0","0","0","0","NaN"
"158","AHORRAR E INVERTIR PARA UN FUTURO","1","7.7","0","0","1","33.3","1","16.7","0","0","0","0","0","0","0","0","0","0","1","100","1","50","0","0","0","0","0","0","0","0","0","NaN","0","NaN","0","NaN","1","100","0","0","0","0","0","0","0","NaN","0","NaN","0","0","1","50","0","0","0","0","0","0","0","0","0","NaN","0","0","0","0","0","0","0","NaN"
"159","PARA GASTOS DE LA ESCUELA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NaN","0","NaN","0","NaN","0","0","0","0","0","0","0","0","0","NaN","0","NaN","0","0","0","0","0","0","0","0","0","0","0","0","0","NaN","0","0","0","0","0","0","0","NaN"
"160","GASTOS MÉDICOS","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NaN","0","NaN","0","NaN","0","0","0","0","0","0","0","0","0","NaN","0","NaN","0","0","0","0","0","0","0","0","0","0","0","0","0","NaN","0","0","0","0","0","0","0","NaN"
"161","POR SEGURIDAD","1","7.7","1","10","0","0","1","16.7","0","0","0","0","1","50","0","0","0","0","0","0","0","0","1","33.3","0","0","0","0","0","0","0","NaN","0","NaN","0","NaN","0","0","0","0","0","0","1","33.3","0","NaN","0","NaN","1","100","0","0","0","0","0","0","0","0","0","0","0","NaN","0","0","1","50","0","0","0","NaN"
"162","PARA MEJORAS EN LA CASA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NaN","0","NaN","0","NaN","0","0","0","0","0","0","0","0","0","NaN","0","NaN","0","0","0","0","0","0","0","0","0","0","0","0","0","NaN","0","0","0","0","0","0","0","NaN"
"163","ASEGURAR A MI FAMILIA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NaN","0","NaN","0","NaN","0","0","0","0","0","0","0","0","0","NaN","0","NaN","0","0","0","0","0","0","0","0","0","0","0","0","0","NaN","0","0","0","0","0","0","0","NaN"
"164","ASEGURAR MI PATRIMONIO","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NaN","0","NaN","0","NaN","0","0","0","0","0","0","0","0","0","NaN","0","NaN","0","0","0","0","0","0","0","0","0","0","0","0","0","NaN","0","0","0","0","0","0","0","NaN"
"165","NO ME INTERESA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NaN","0","NaN","0","NaN","0","0","0","0","0","0","0","0","0","NaN","0","NaN","0","0","0","0","0","0","0","0","0","0","0","0","0","NaN","0","0","0","0","0","0","0","NaN"
"166","","26","200","20","200","6","200","12","200","14","200","14","200","4","200","4","200","0","0","0","0","4","200","6","200","12","200","4","200","10","200","0","NaN","0","NaN","0","NaN","0","0","6","200","0","0","6","200","0","NaN","0","NaN","0","0","4","200","10","200","8","200","0","0","8","200","0","NaN","4","200","4","200","4","200","0","NaN"
"167","Total","13","100","10","100","3","100","6","100","7","100","7","100","2","100","2","100","1","100","1","100","2","100","3","100","6","100","2","100","5","100","0","NaN","0","NaN","0","NaN","1","100","3","100","1","100","3","100","0","NaN","0","NaN","1","100","2","100","5","100","4","100","1","100","4","100","0","NaN","2","100","2","100","2","100","0","NaN"
"168",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"169","P11.Pr.stamos.personales.para.viaj","Total_Total_f","Total_Total_pct","A3_Sí (Bancarizado)_f","A3_Sí (Bancarizado)_pct","A3_No (No Bancarizado)_f","A3_No (No Bancarizado)_pct","F1Genero_Masculino_f","F1Genero_Masculino_pct","F1Genero_Femenino_f","F1Genero_Femenino_pct","NSE_C+_f","NSE_C+_pct","NSE_C_f","NSE_C_pct","NSE_C-_f","NSE_C-_pct","NSE_D+_f","NSE_D+_pct","NSE_D_f","NSE_D_pct","Edad.Rango_18 - 24 años_f","Edad.Rango_18 - 24 años_pct","Edad.Rango_25 - 34 años_f","Edad.Rango_25 - 34 años_pct","Edad.Rango_35 - 44 años_f","Edad.Rango_35 - 44 años_pct","Edad.Rango_45 - 55 años_f","Edad.Rango_45 - 55 años_pct","Plaza_Veracruz (Veracruz)_f","Plaza_Veracruz (Veracruz)_pct","Plaza_Chiapas (Ocozocoautla de espinosa)_f","Plaza_Chiapas (Ocozocoautla de espinosa)_pct","Plaza_Yucatan (Hunucma)_f","Plaza_Yucatan (Hunucma)_pct","Plaza_Ciudad de México (AMCM)_f","Plaza_Ciudad de México (AMCM)_pct","Plaza_Puebla (Tepeaca)_f","Plaza_Puebla (Tepeaca)_pct","Plaza_Jalisco (Ayotlan)_f","Plaza_Jalisco (Ayotlan)_pct","Plaza_Nuevo Leon (Monterrey)_f","Plaza_Nuevo Leon (Monterrey)_pct","Plaza_Sonora (Heroica de Caborca)_f","Plaza_Sonora (Heroica de Caborca)_pct","Plaza_Sinaloa (Angostura)_f","Plaza_Sinaloa (Angostura)_pct","cluster_1_f","cluster_1_pct","cluster_2_f","cluster_2_pct","cluster_3_f","cluster_3_pct","cluster_4_f","cluster_4_pct","cluster_5_f","cluster_5_pct","cluster_6_f","cluster_6_pct","clusterB_1_f","clusterB_1_pct","clusterB_2_f","clusterB_2_pct","clusterB_3_f","clusterB_3_pct","clusterB_4_f","clusterB_4_pct","clusterB_5_f","clusterB_5_pct","clusterB_6_f","clusterB_6_pct"
"170","PARA ENVIAR O RECIBIR DINERO","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"171","APOYAR A MIS FAMILIARES","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"172","PARA TENER UN RESPALDO EN EMERGENCIAS","1","1.2","1","1.6","0","0","1","2.9","0","0","0","0","1","5","0","0","0","0","0","0","0","0","0","0","1","4.8","0","0","0","0","0","0","0","0","0","0","1","25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","4.2","0","0","0","0","0","0","0","0","0","0","0","0","1","14.3","0","0"
"173","PARA HACER VARIAS OPERACIONES COMODAMENTE","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"174","PAGAR DEUDAS","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"175","PARA PONER UN NEGOCIO","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"176","PAGO DE SERVICIOS","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"177","PARA HACER CRECER MI NEGOCIO","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"178","PARA HACER COMPRAS","4","5","3","4.8","1","5.6","3","8.8","1","2.2","0","0","1","5","1","6.2","2","11.1","0","0","0","0","1","4.5","3","14.3","0","0","0","0","1","16.7","0","0","0","0","1","25","1","10","0","0","1","8.3","0","0","0","0","0","0","0","0","2","8.3","2","9.5","0","0","0","0","1","5.9","1","14.3","0","0","1","14.3","0","0"
"179","PARA AHORRAR TIEMPO","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"180","NO SABE/NO CONTESTO","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"181","OTROS","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"182","PARA COMPRAR UN AUTO","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"183","PARA IRME DE VIAJE O VACACIONES","75","93.8","58","93.5","17","94.4","31","91.2","44","95.7","16","94.1","19","95","15","93.8","16","88.9","9","100","29","100","20","90.9","18","85.7","8","100","13","100","5","83.3","4","100","15","100","3","75","9","90","9","100","10","83.3","7","100","11","91.7","11","100","6","100","22","91.7","19","90.5","6","100","14","100","15","88.2","6","85.7","9","100","6","85.7","8","100"
"184","PARA SOLICITAR ALGUN PRESTAMO O CREDITO","3","3.8","2","3.2","1","5.6","1","2.9","2","4.3","1","5.9","0","0","0","0","2","11.1","0","0","1","3.4","1","4.5","1","4.8","0","0","0","0","0","0","0","0","0","0","0","0","2","20","0","0","1","8.3","0","0","2","16.7","0","0","0","0","0","0","1","4.8","0","0","0","0","2","11.8","0","0","0","0","0","0","0","0"
"185","PARA GASTOS EN GENERAL","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"186","AHORRAR E INVERTIR PARA UN FUTURO","1","1.2","0","0","1","5.6","1","2.9","0","0","0","0","0","0","1","6.2","0","0","0","0","0","0","1","4.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","8.3","0","0","0","0","0","0","0","0","0","0","1","4.8","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"187","PARA GASTOS DE LA ESCUELA","1","1.2","1","1.6","0","0","1","2.9","0","0","0","0","1","5","0","0","0","0","0","0","1","3.4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","11.1","0","0","0","0","1","8.3","0","0","0","0","0","0","0","0","0","0","0","0","1","5.9","0","0","0","0","0","0","0","0"
"188","GASTOS MÉDICOS","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"189","POR SEGURIDAD","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"190","PARA MEJORAS EN LA CASA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"191","ASEGURAR A MI FAMILIA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"192","ASEGURAR MI PATRIMONIO","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"193","NO ME INTERESA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"194","","155","193.8","121","195.2","34","188.9","64","188.2","91","197.8","34","200","38","190","31","193.8","34","188.9","18","200","56","193.1","43","195.5","40","190.5","16","200","26","200","12","200","8","200","30","200","7","175","18","180","17","188.9","23","191.7","14","200","22","183.3","22","200","12","200","47","195.8","40","190.5","12","200","28","200","32","188.2","14","200","18","200","13","185.7","16","200"
"195","Total","80","100","62","100","18","100","34","100","46","100","17","100","20","100","16","100","18","100","9","100","29","100","22","100","21","100","8","100","13","100","6","100","4","100","15","100","4","100","10","100","9","100","12","100","7","100","12","100","11","100","6","100","24","100","21","100","6","100","14","100","17","100","7","100","9","100","7","100","8","100"
"196",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"197","P11.Pr.stamos.personales.para.educ","Total_Total_f","Total_Total_pct","A3_Sí (Bancarizado)_f","A3_Sí (Bancarizado)_pct","A3_No (No Bancarizado)_f","A3_No (No Bancarizado)_pct","F1Genero_Masculino_f","F1Genero_Masculino_pct","F1Genero_Femenino_f","F1Genero_Femenino_pct","NSE_C+_f","NSE_C+_pct","NSE_C_f","NSE_C_pct","NSE_C-_f","NSE_C-_pct","NSE_D+_f","NSE_D+_pct","NSE_D_f","NSE_D_pct","Edad.Rango_18 - 24 años_f","Edad.Rango_18 - 24 años_pct","Edad.Rango_25 - 34 años_f","Edad.Rango_25 - 34 años_pct","Edad.Rango_35 - 44 años_f","Edad.Rango_35 - 44 años_pct","Edad.Rango_45 - 55 años_f","Edad.Rango_45 - 55 años_pct","Plaza_Veracruz (Veracruz)_f","Plaza_Veracruz (Veracruz)_pct","Plaza_Chiapas (Ocozocoautla de espinosa)_f","Plaza_Chiapas (Ocozocoautla de espinosa)_pct","Plaza_Yucatan (Hunucma)_f","Plaza_Yucatan (Hunucma)_pct","Plaza_Ciudad de México (AMCM)_f","Plaza_Ciudad de México (AMCM)_pct","Plaza_Puebla (Tepeaca)_f","Plaza_Puebla (Tepeaca)_pct","Plaza_Jalisco (Ayotlan)_f","Plaza_Jalisco (Ayotlan)_pct","Plaza_Nuevo Leon (Monterrey)_f","Plaza_Nuevo Leon (Monterrey)_pct","Plaza_Sonora (Heroica de Caborca)_f","Plaza_Sonora (Heroica de Caborca)_pct","Plaza_Sinaloa (Angostura)_f","Plaza_Sinaloa (Angostura)_pct","cluster_1_f","cluster_1_pct","cluster_2_f","cluster_2_pct","cluster_3_f","cluster_3_pct","cluster_4_f","cluster_4_pct","cluster_5_f","cluster_5_pct","cluster_6_f","cluster_6_pct","clusterB_1_f","clusterB_1_pct","clusterB_2_f","clusterB_2_pct","clusterB_3_f","clusterB_3_pct","clusterB_4_f","clusterB_4_pct","clusterB_5_f","clusterB_5_pct","clusterB_6_f","clusterB_6_pct"
"198","PARA ENVIAR O RECIBIR DINERO","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"199","APOYAR A MIS FAMILIARES","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"200","PARA TENER UN RESPALDO EN EMERGENCIAS","1","1","1","1.4","0","0","0","0","1","1.9","0","0","0","0","1","4.5","0","0","0","0","1","2.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","11.1","0","0","0","0","0","0","0","0","0","0","0","0","1","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","11.1","0","0"
"201","PARA HACER VARIAS OPERACIONES COMODAMENTE","1","1","1","1.4","0","0","0","0","1","1.9","0","0","1","4.5","0","0","0","0","0","0","1","2.6","0","0","0","0","0","0","0","0","1","12.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","8.3","0","0","0","0","1","4.8","0","0","0","0","0","0"
"202","PAGAR DEUDAS","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"203","PARA PONER UN NEGOCIO","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"204","PAGO DE SERVICIOS","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"205","PARA HACER CRECER MI NEGOCIO","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
